title,author,tag,series,isbn
Els Reis d'Orient : narració d'origen bíblic , ,I** Rei,,9788424632762
El Rey León , ,I** Rey,Los Clásicos (Everest),9788424145217
El Rey León , ,I** Rey,Clásicos ilustrados Disney,8422651025
La Señora Lana y el misterio de las sombrillas de papel chinas ,"Richter, Jutta",I** Ric,,9788412158380
El Bosque de la bruja y los calcetines mágicos : una historia sobre la felicidad ,"Richter, Jutta",I** Ric,,9788496646810
En Jacob dos-dos i l'ullal encaputxat ,"Richler, Mordecai",I** Ric,En Jacob dos-dos   1,9788489625778
Ottolina i el guillot lila ,"Riddell, Chris",I** Rid,,9788466142083
Guardians de la màgia ,"Riddell, Chris",I** Rid,Els cavalls dels núvols   1,9788466147675
Ottolina al mar ,"Riddell, Chris",I** Rid,,9788466127165
L'Ada Goth i la simfonia sinistra ,"Riddell, Chris",I** Rid,L'Ada Goth   4,9788466143462
Ottolina va a l'escola ,"Riddell, Chris",I** Rid,,9788466123846
Ottolina i la gata groga ,"Riddell, Chris",I** Rid,,9788466120425
Ottoline y el zorro púrpura ,"Riddell, Chris",I** Rid,,9788414005071
La Carta ,"Rimbau, Roser",I** Rim,,9788417383077
Rínxols d'or , ,I** Rin,Els Nostres contes il·lustrats   9,8429756930
El Zorro y la maestra ,"Rivas, Manuel",I** Riv,Sopa de libros (Anaya)   169,9788467862324
El Somni de Sorolla ,"Rivera Ferner, Marta",I** Riv,El Somni de...,8497951263
Un Conte de la perdiu blanca : en Plomat ,"Robles Martínez, Begoña",I** Rob,,9788439388647
Fora malsons! ,"Roca, Elisenda",I** Roc,Primers lectors (Bambú)   18,9788483431665
On-off : un conte per aprendre a desconnectar ,"Roca, Elisenda",I** Roc,Primers lectors (Bambú)   26,9788483434970
Hi ha un kronk a l'escola! ,"Roca, Elisenda",I** Roc,Mia fantasia   2,9788491016977
Un Drac amb massa fums ,"Roca, Maria Carme",I** Roc,L'Arbre de la lectura   30,9788467373448
Veritat o mentida? : un conte per aprendre a ser sincers ,"Roca, Elisenda",I** Roc,Bambú V   24,9788483433980
Pim! pam! pum! : un conte per aprendre a conviure ,"Roca, Elisenda",I** Roc,Primers lectors (Bambú)   23,9788483433676
Blau : què amaga l'horitzó? = Blue : what hides the horizon? ,"Roca, Laia",I** Roc,,9788416828777
No som els 3 porquets ,"Roca, Elisenda",I** Roc,Primers lectors (Bambú)   20,9788483431979
Quina amiga més estranya! ,"Roca, Elisenda",I** Roc,Mia fantasia   1,9788491016953
El Hombre que compró la ciudad de Estocolmo ,"Rodari, Gianni, 1920-1980",I** Rod,,9788467528206
Cuentos para jugar ,"Rodari, Gianni, 1920-1980",I** Rod,Próxima parada,842044927X
Els Contes de la fantasia ,"Rodari, Gianni, 1920-1980",I** Rod,L'Odissea (Estrella Polar),9788491370758
Contes per telèfon ,"Rodari, Gianni, 1920-1980",I** Rod,,9788426139177
Contes i fantasticontes ,"Rodari, Gianni, 1920-1980",I** Rod,L'Odissea (Estrella Polar)   17,9788499325057
L'Agent X.99 : contes i versos de l'espai ,"Rodari, Gianni, 1920-1980",I** Rod,Col·lecció Set llegües   7,9788418558139
El Camino que no iba a ninguna parte ,"Rodari, Gianni, 1920-1980",I** Rod,,9788467521696
El Zoo de las historias ,"Rodari, Gianni, 1920-1980",I** Rod,"Colección Hu, humor inteligente para niñas, niños y grandes   5",9788412091434
Contes infantils de Mercè Rodoreda ,"Rodoreda, Mercè, 1908-1983",I** Rod,,9788447917532
Estofat de tòfones : una nova història del Conill i l'Elefant ,"Roldán, Gustavo",I** Rol,,9788417555436
El Meu carrer ,"Romaní, Bernat",I** Rom,El Vaixell de vapor. Sèrie taronja   166,9788466121521
La Tortuga que volia creuar el desert ,"Romaní, Bernat",I** Rom,Primers lectors (Bambú)   16,9788483431313
La Barberia Club : Chicago anys 20 : un club secret i un misteriós assassinat que hauràs de resoldre ,"Romero Mariño, Soledad",I** Rom,,9788412262193
Els Tres tambors ,"Ros, Roser",I** Ros,La Guerra dels grans   1,9788461199754
Cyrano : basado en Cyrano de Bergerac de Edmond Rostand ,"Rostand, Edmond, 1868-1918",I** Ros,,9788426361233
Tots comptem ,"Roskifte, Kristin",I** Ros,,9788418184703
El Nano no estudia ,"Rubio, Gabriela",I** Rub,El Vaixell de vapor   145,9788466117623
Una Moguda màgica! ,"Rubio, María",I** Rub,Vall de Kazaam   1,9788413891866
Fa nen o fa nena? ,"Rudo, Marcy",I** Rud,Pròxima parada,9788484357001
El Pequeño cuidador de insectos ,"Rugani, Nastasia",I** Rug,,9788417281243
"Aprendre a viure junts : aquesta és la història... d'un cérvol amoïnat, d'un gat esportista, d'un petit soldat perdut i d'un conillet que es vol fer gran ","Rutten, Mélanie",I** Rut,,9788498017861
El Concurso de cocina ,"Ryan, Margaret",I** Rya,Infantil Alfaguara,9788420470382
Mvsevm ,"Sáez Castán, Javier",I** Sae,,9788417617202
La Meva casa embruixada  ,"Sage, Angie",I** Sag,Les Aventures de l'Araminta,9788424635459
El Contador de contes ,"Saki, 1870-1916",I** Sak,,9788493650469
Sandokan ,"Uhagón, Begoña",I** Sal,Petits universals,9788424637439
Més històries de la bruixeta Rosaura ,"Sala i Vila, Carles",I** Sal,El Vaixell de vapor   102,9788466139830
El Tren de les parades sense nom ,"Sala i Vila, Carles",I** Sal,,9788424662431
Tramuntana a la granja! ,"Sala i Vila, Carles",I** Sal,Sopa de llibres (Barcanova)   171,9788448926038
El Conte de les llagurteres : educació en valors i emprenedoria ,"Salomó, Ester",I** Sal,,9788461690732
Flairosa : la bruixa dels sabons ,"Sala i Vila, Carles",I** Sal,Pluja de llibres,9788448945909
La Bruixeta Rosaura ,"Sala i Vila, Carles",I** Sal,El Vaixell de vapor   76,9788466128186
Flairosa : la bruixa del[s] sabons ,"Sala i Vila, Carles",I** Sal,Sopa de llibres (Barcanova)   146,9788448923624
"Maria, la trementinaire ","Salvador, Dolors",I** Sal,El Trebinell   3,9788412224054
La Llegenda de sant Jordi... explicada pel senyor drac! ,"Sala i Vila, Carles",I** Sal,,9788466130103
Els Meus trucs per sobreviure a la classe de natació ,"Samson, Gideon",I** Sam,,9788416003631
Faules explicades als infants ,"Samaniego, Félix María de, 1745-1801",I** Sam,Clàssics explicats als infants,9788423696338
Jon i la màquina de la por ,"Santiago, Roberto",I** San,Tucan (Edebé)   77,9788423687640
Sarau a la neu! : com convertir les vacances en un caos ,"Santana, Eva (Escriptora i il·lustradora)",I** San,Oriol Pelacanyes   7,9788447932825
Hansel i Gretel : el retorn de la bruixa ,"Santiago, Roberto",I** San,Segones parts sempre han estat molt bones,9788468324623
Los Bebedores de tinta ,"Sanvoisin, Éric",I** San,Vampiros chupatintas   1,8426359221
Que arriben els extraterrestres! ,"Santos, Care",I** San,Anna Ànec   7,9788415711766
L'Oriol als Jocs Olímpics (o no!) ,"Santana, Eva (Escriptora i il·lustradora)",I** San,Oriol Pelacanyes   14,9788447942015
Creuer Paradís : mètode Pelacanyes per viure unes vacances d'anunci ,"Santana, Eva (Escriptora i il·lustradora)",I** San,Oriol Pelacanyes   4,9788447929573
L'Oriol Pelacanyes es vol fer d'or ,"Santana, Eva (Escriptora i il·lustradora)",I** San,Oriol Pelacanyes   1,9788447928330
Operació rescat : mètode Pelacanyes per ser un heroi ,"Santana, Eva (Escriptora i il·lustradora)",I** San,Oriol Pelacanyes   3,9788447928927
El Misteri del paper vàter ,"Santos, Care",I** San,Col·lecció Anna Ànec   12,9788418434426
L'Aneguet lleig i els seus seguidors fidels ,"Santiago, Roberto",I** San,Segones parts sempre han estat molt bones,9788468324630
Em venc profe ,"Santos, Care",I** San,El Vaixell de vapor   202,9788466146289
La Buscadora d'històries ,"Santos, Care",I** San,Anna Ànec   1,9788415267904
Se vende mamá ,"Santos, Care",I** San,El Barco de vapor,9788467535716
Agendas monstruosas ,"Saracino, Luciano",I** Sar,,9789871296361
La Visita de la Valentina ,Scaramuix,I** Sca,"Col·lecció d'en Fermí, el ratolí pagès",846097815X
"Ara tornem, hem anat un moment a l'Àfrica ","Scherz, Oliver",I** Sch,El Vaixell de vapor. Sèrie taronja   193,9788466137652
El Llibre més bonic de tots els colors : enciclopèdia Otto colorista ,"Schamp, Tom",I** Sch,,9788491015277
Así empezó todo : 34 historias sobre el origen del mundo ,"Schubiger, Jürg",I** Sch,,9788466764384
El Petit Nicolas i els companys ,"Sempé, 1932-2022",I** Sem,Grumets   53,9788424681531
Las Vacaciones del pequeño Nicolás ,"Sempé, 1932-2022",I** Sem,El Pequeño Nicolás,9788420470641
El Petit Nicolas ,"Sempé, 1932-2022",I** Sem,Grumets   39,9788424681395
El Dinociment ,"Sennell, Joles",I** Sen,El Vaixell de vapor   78,848286534X
El Superheroi de la tele ,"Sennell, Joles",I** Sen,Sopa de llibres (Barcanova)   17,9788448906542
Les Joguines imaginàries ,"Sennell, Joles",I** Sen,El Vaixell de vapor. Sèrie blanca   18,9788466133197
La Rosa de Sant Jordi ,"Sennell, Joles",I** Sen,El Vaixell de vapor. Sèrie blanca   11,9788466131025
"Tíroli píroli pop!, o La vida ha de ser més que això ","Sendak, Maurice, 1928-2012",I** Sen,Llibres per a somniar,9788484644095
La Boira pudent ,"Sennell, Joles",I** Sen,Enigmes   15,9788483431306
La Finestra d'en Kenny ,"Sendak, Maurice, 1928-2012",I** Sen,Llibres per a somniar,9788484642664
El Món inventat ,"Sennell, Joles",I** Sen,Llibres del sol i de la lluna   51,8478261087
"Historia de Mix, de Max y de Mex : una novela para jóvenes de 8 a 88 años ","Sepúlveda, Luis, 1949-2020",I** Sep,Colección andanzas   967,9788490668405
"Quina vergonya, el pare! ","Shalev, Meir",I** Sha,El Vaixell de vapor. Sèrie blava   155,9788466121040
Frankenstein ,"Calleja, Seve",I** She,Petits universals,9788424621551
El Petit drac Coco : dinosaures ,"Siegner, Ingo",I** Sie,Descobrim!,9788424665722
La Tomba misteriosa ,"Sierra i Fabra, Jordi",I** Sie,Enigmes   19,9788483431955
El Pequeño dragón Coco en Egipto ,"Siegner, Ingo",I** Sie,El Pequeño dragón Coco   18,9788424653743
El Petit drac Coco i el drac xinès ,"Siegner, Ingo",I** Sie,El Petit drac Coco   27,9788424670337
El Petit drac Coco a l'espai ,"Siegner, Ingo",I** Sie,El Petit drac Coco   12,9788424645694
El Petit drac Coco i els pirates ,"Siegner, Ingo",I** Sie,[El Petit drac Coco]   6,9788424636289
El Quart rei : la història de l'altre Savi ,"Sieger, Ted",I** Sie,,9788447919628
El Petit drac Coco i els dinosaures ,"Siegner, Ingo",I** Sie,El Petit drac Coco   16,9788424653675
"Leocadio, un león de armas tomar ","Silverstein, Shel, 1930-1999",I** Sil,Libros para soñar,9788484642756
Polvo de estrellas : Carl Sagan y los misterios del cosmos ,"Sisson, Stéphanie Roth",I** Sis,,9788426142467
La Colección del abuelo ,"Sobrino, Javier",I** Sob,,9788414016039
"Bandolers i barretines : el 1714 al Penedès : versió lliure de la llegenda popular d'en Morrut, el llegendari bandoler que visqué al Penedès durant la Guerra de Successió ","Soler Mañé, Bernat",I** Sol,,9788492745999
"Bandolers i barretines : el 1714 al Penedès : versió lliure de la llegenda popular d'en Morrut, el llegendari bandoler que visqué al Penedès durant la Guerra de Successió ","Soler Mañé, Bernat",I** Sol,,9788492745999
L'Akita i els grizzlys ,"Solé, Caroline",I** Sol,,9788418930737
El Pequeño vampiro en el país del conde Drácula ,"Sommer-Bodenburg, Angela",I** Som,Infantil Alfaguara,8420467189
L'Aniversari del petit vampir ,"Sommer-Bodenburg, Angela",I** Som,Pròxima parada,8484356299
El Petit vampir ,"Sommer-Bodenburg, Angela",I** Som,Pròxima parada,9788484355205
El Petit vampir se'n va de viatge ,"Sommer-Bodenburg, Angela",I** Som,,8479112816
Viatge al país dels lacets ,"Sorribas, Sebastià, 1928-2007",I** Sor,,9788424630577
Festival al barri d'en Pitus ,"Sorribas, Sebastià, 1928-2007",I** Sor,Grumets   16,9788424681166
El Zoo d'en Pitus ,"Sorribas, Sebastià, 1928-2007",I** Sor,Grumets   1,9788424681012
Cosmoavis en òrbita ,"Spock, Jonathan",I** Spo,Dentadures de l'espai   2,9788424645731
Agent zero zero àlien ,"Spock, Jonathan",I** Spo,Dentadures de l'espai   4,9788424645779
Desembarcament alienígena ,"Spock, Jonathan",I** Spo,Dentadures de l'espai   3,9788424645755
Una Nau espacial al soterrani ,"Spock, Jonathan",I** Spo,Dentadures de l'espai   1,9788424645717
Per què vivim als afores de la ciutat ,"Stamm, Peter",I** Sta,,9788481317800
El Gran Gris ,"Steiner, Jörg",I** Ste,,9788489804807
Irene la valenta ,"Steig, William, 1907-2003",I** Ste,Blackie Little,9788417059354
Doctor De Soto : dentista d'animals ,"Steig, William, 1907-2003",I** Ste,Blackie little,9788417059255
El Cas misteriós del Dr. Jekyll i Mr. Hyde ,"Burgas, Àngel",I** Ste,Petits universals,9788424625283
En Silvestre i la pedra màgica ,"Steig, William, 1907-2003",I** Ste,Blackie little,9788417552244
L'Illa del tresor ,"Todó, Lluís Maria",I** Ste,Petits universals,9788424611514
"Tiffky Doofky : de professió, escombriaire ","Steig, William, 1907-2003",I** Ste,Blackie little,9788418187674
La Jardinera ,"Stewart, Sarah",I** Ste,,9788493991296
Qui ha raptat a Esllanguida? ,"Stilton, Geronimo",I** Sti,Camaleón (Destino)   21,9788497089852
Viatge en el temps ,"Stilton, Geronimo",I** Sti,Viatge en el temps   1,9788497088329
El Llibre i la rosa ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Estrella Polar),9788499327624
El Secret del coratge ,"Stilton, Geronimo",I** Sti,Aventures en color,9788499324920
Els Nàufrags de les estrelles ,"Stilton, Thea",I** Sti,Tea Stilton (Estrella Polar)   8,9788499324838
L'Agent secret Zero Zero K ,"Stilton, Geronimo",I** Sti,Humor i aventura (Destino)   43,9788499323800
Una Extraterrestre per al capità Stiltònix ,"Stilton, Geronimo",I** Sti,Cosmo-rats   2,9788490571590
La Excursión a las cataratas del Niágara ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Destino)   46,9788408102311
Duel a ritme de dansa ,"Stilton, Thea",I** Sti,Tea Sisters (Destino),9788499325767
El Misterio de la muñeca desaparecida ,"Stilton, Thea",I** Sti,Tea Stilton (Destino)   10,9788408107675
Reto a paso de danza ,"Stilton, Thea",I** Sti,Vida en Ratford   4,9788408111474
Setè viatge al regne de la fantasia ,"Stilton, Geronimo",I** Sti,,9788499328850
Séptimo viaje al Reino de la Fantasía ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Destino),9788408007975
Los Defensores de Muskrat City ,"Stilton, Geronimo",I** Sti,Superhéroes (Destino)   1,9788408091417
El Codi del drac ,"Stilton, Thea",I** Sti,Tea Stilton (Estrella Polar)   1,9788492790159
¿Quién ha raptado a Lánguida? ,"Stilton, Geronimo",I** Sti,Humor y terror,9788467232097
¡Menudo canguelo en el Kilimanjaro! ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Destino)   26,9788408070511
En busca del escarabajo azul ,"Stilton, Thea",I** Sti,Tea Stilton (Destino)   11,9788408111559
Viatge en el temps. 5 ,"Stilton, Geronimo",I** Sti,Viatge en el temps   5,9788490574027
¡Por mil pedruscos... cómo apesta el globosaurio! ,"Stilton, Geronimo",I** Sti,Prehistorratones   13,9788408154327
¡Qué vacaciones tan superratónicas! ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Destino)   24,9788408067559
Viaje en el tiempo ,"Stilton, Geronimo",I** Sti,Viaje en el tiempo   1,9788408068402
L'Amor entra en escena a Ratford! ,"Stilton, Thea",I** Sti,Tea Sisters (Destino),9788499325019
La Ciutat secreta ,"Stilton, Thea",I** Sti,Tea Stilton (Estrella Polar)   3,9788492790166
La Volta al món en vuitanta dies ,"Stilton, Geronimo",I** Sti,,9788499321196
"Perill, deixalles espacials! ","Stilton, Geronimo",I** Sti,Geronimo Stilton (Estrella Polar)   7,9788416519996
Tretze fantasmes per a Tenebrosa ,"Stilton, Geronimo",I** Sti,Tenebrosa Tenebrax   1,9788499325569
Rescat al Regne de la Fantasia : novè viatge ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Estrella Polar),9788416519033
"Mi nombre es Stilton, Geronimo Stilton ","Stilton, Geronimo",I** Sti,Camaleón (Destino)   1,9788408047544
Un Rat educat no es tira petarrots ,"Stilton, Geronimo",I** Sti,Camaleó (Destino)   20,8497089812
Els Llibres de la senyora Jella : una història inspirada en l'obra de Jell Lepman ,"Stinson, Kathy",I** Sti,,9788426147042
L'Estrany cas del tiramisú ,"Stilton, Geronimo",I** Sti,Humor i misteri   49,9788415697480
Vuitè viatge al regne de la fantasia ,"Stilton, Geronimo",I** Sti,,9788415790969
El Misteri de la perla gegant ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Estrella Polar)   57,9788491370116
¡Ya te daré yo karate! ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Destino)   37,9788408086017
Quart viatge al regne de la fantasia ,"Stilton, Geronimo",I** Sti,,9788492790760
El Misteriós lladre de formatges ,"Stilton, Geronimo",I** Sti,Humor i misteri   36,9788492671960
El Proyecto supersecreto ,"Stilton, Thea",I** Sti,El Club de Tea   5,9788408006688
El Misterio del tesoro desaparecido ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Destino)   10,9788408052623
La Montaña parlante ,"Stilton, Thea",I** Sti,Tea Stilton (Destino)   2,9788408078111
La Isla del tesoro fantasma ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Destino)   42,9788408098553
El Tesoro de hielo ,"Stilton, Thea",I** Sti,Tea Stilton (Destino)   7,9788408098560
Escenas de amor en Ratford ,"Stilton, Thea",I** Sti,El Club de Tea   1,9788408100171
Retorn al Regne de la Fantasia ,"Stilton, Geronimo",I** Sti,,9788497088114
Les Abominables rates de les neus ,"Stilton, Geronimo",I** Sti,Superherois (Destino)   7,9788499328164
Atrapat... dins de casa meva! ,"Stilton, Geronimo",I** Sti,Escape book,9788418134050
El Misterioso ladrón de quesos ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Destino)   36,9788408084501
El Código del dragón ,"Stilton, Thea",I** Sti,,9788408076117
Amor en la corte de los zares ,"Stilton, Thea",I** Sti,Tea Stilton (Destino)   21,9788408145172
El Diario secreto de Colette ,"Stilton, Thea",I** Sti,El Club de Tea   2,9788408100188
Regreso al Reino de la Fantasía ,"Stilton, Geronimo",I** Sti,,9788408074496
Al regne de la fantasia ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Estrella Polar),9788492790180
La Vuelta al mundo en 80 días ,"Stilton, Geronimo",I** Sti,,9788408091448
Un Bon embolic a Nova York ,"Stilton, Thea",I** Sti,Tea Stilton (Destino)   6,9788499322292
¿Quién se esconde en Ratford? ,"Stilton, Thea",I** Sti,El Club de Tea   8,9788408113416
El Secret de les fades dels oceans ,"Stilton, Thea",I** Sti,Tea Sisters (Estrella Polar),9788491370772
¡Tontorratón quien llegue el último! ,"Stilton, Geronimo",I** Sti,Geronimo Stilton (Destino)   23,9788408066880
La Gran invasión de Ratonia ,"Stilton, Geronimo",I** Sti,,9788408086055
El Fantasma del metro ,"Stilton, Geronimo",I** Sti,Camaleó (Destino)   12,9788408052791
Misteri a l'Orient Express ,"Stilton, Thea",I** Sti,Tea Stilton (Estrella Polar)   13,9788415697541
Sexto viaje al reino de la fantasía ,"Stilton, Geronimo",I** Sti,,9788467245844
Dràcula ,"Stoker, Bram, 1847-1912",I** Sto,Petits universals,9788424621636
La Cosa del espacio ,"Stower, Adam",I** Sto,El Rey del bosque   3,9788467944556
El Misterio de la momia ,"Stower, Adam",I** Sto,El Rey del bosque   2,9788467937534
La Increïble història de la pera gegant : (o de com Jeroni Bernat Severin Olsen fou restituït a la seva legítima plaça d'alcalde de Vilasol per a alegria de tots els veïns de la vila excepte un) ,"Strid, Jakob Martin",I** Str,,9788417127190
Sang de pirates ,"Surget, Alain",I** Sur,Bandera pirata   1,9788447917624
Missió Egipte ,"Laguna, Carolina",I** Swi,Neuro aventures,9788426728111
Gulliver : viatge a Lil·liput ,"Faulques, Julie",I** Swi,,9788426134592
Cigarra ,"Tan, Shaun",I** Tan,,9788416985067
Tarzan , ,I** Tar,Els Clàssics Disney (Cadí),9788447410149
